branch_name,review_text,star_rating,date
BPI FTI Taguig Branch,"I checked your reviews and with other BPI branches and all we do have same concerns for you, very slow customer service. I had to wait for almost 3 hours just to sign my loan application and you informed me that it will take 3 to 5 banking days( I was really looking forward to it since I really badly needed it for my father's medical bill) to credit it to my account but its been a week and yet i did not received anything on my account. I've been calling your customer service many times for almost a day, yes you read it right! I've been calling many times in the morning and afternoon but no one is answering both the customer hot line and the phone hot line from Green Belt 5. I suggest to you BPI management to work out with your customer service which is the most commonly concerns from your clients (why not add some employees). I do not regret opening my account with you guys since I really trust your security unlike other banks having some problems with hacking. So hopefully you can fix this as soon as possible and looking forward to it as your loyal client.",3,6 months ago
BPI FTI Taguig Branch,"I recently opened a savings account. I'm very impressed with the assistance provided by the customer service. Thank you so much to the customer service team for making this process easy.

Don't mind the negative reviews. People remember negative exp more than positive.",5,Edited 4 years ago
BPI FTI Taguig Branch,"Hi Fti branch, just want to inform that your branch is very very slow, we have been waiting for 2 hours and not yet being called, this is terrible slow. Terrible! People has lots of other stuff to do.
You have to put more efficient and effective system on your branch and put additional employee to accommodate your client.",1,9 months ago
BPI FTI Taguig Branch,"This branch is the worst. You have to wait in the line for 3 hours to open a bank account, and wait for 2 freaking hours just to get your card released. 🙄😡 …",1,3 years ago
BPI FTI Taguig Branch,I dont know if this is uniform to all branch but I saw in your website that someone can claim there bpi debit card by providing only 1 valid id original and photo copy . But this branch is collecting proof of payment which is not possible …,1,Edited a year ago
BPI FTI Taguig Branch,"Very very slow service. I have seen and read previous reviews and this issue had been mentioned already. It's sad how it can't actually be addressed immediately. I hope it improves soon.
Also, the people inside the bank, although I'm not generalizing, might just be my unlucky soul, they work very slow and treat people of different level with different treatment also. I hope this doesn't happen to other clients. Please always make your client feel like they are actually welcome regardless of their status. Thanks",1,5 years ago
BPI FTI Taguig Branch,"The security guard is rude, has no proper manner. After my first transaction, you'll be queued outside again. It's terrible. I already gave advice, simula pagdating ko cheque and payroll transaction ko. I hope they can also be trained in the manners. Sucks bad experience with BPI ever. POOR SERVICE!!!!",1,2 years ago
BPI FTI Taguig Branch,"The bank teller was so rude, not approachable. Learn how to smile namn po kayo dyan. Customer service sucks. I FORGOT TO ASK FOR HER NAME.",1,a year ago
BPI FTI Taguig Branch,"The service here is super slow. If you are near here. Don’t even bother, it’s just a waste of time.",1,a year ago
BPI FTI Taguig Branch,Worst experience ever from a bank! Queue time 2hrs and the staff from customer service is very rude. Doesn't know how to handle customer. Very very rude,1,2 years ago
BPI FTI Taguig Branch,"This branch have few tellers. So, you will wait longer in line depends on the transaction of each customer.",3,8 years ago
BPI FTI Taguig Branch,BEWARE! VERY POOR SERVICE AND UNDERSTAFFED! THE WORST BANK I'VE BEEN IN!  0 STARS,1,a year ago
BPI FTI Taguig Branch,Come early for better transactions. The place can get crowded specially around the 15th or 30th.,3,7 years ago
BPI FTI Taguig Branch,"KINDLY HAVE PRIORITY LANE FOR PWD, SENIOR CITIZENS AND PREGNANT WOMEN.",1,7 years ago
BPI FTI Taguig Branch,Absolutely poor services,1,10 months ago
BPI FTI Taguig Branch,"Worst.
Very Slow service.",1,a year ago
BPI FTI Taguig Branch,Really crowded when closing time comes near.,4,6 years ago
BPI FTI Taguig Branch,Ays lang typical bank setup,4,2 years ago
BPI FTI Taguig Branch,Slow and without consideration staff.,1,3 years ago
BPI FTI Taguig Branch,very dissapointed in this branch.....,1,2 years ago
BPI FTI Taguig Branch,very slow and no consideration,1,3 years ago
BPI FTI Taguig Branch,slow and poor services,1,2 years ago
BPI FTI Taguig Branch,slow service,1,a year ago
BPI FTI Taguig Branch,Worst service ever.,1,4 years ago
BPI FTI Taguig Branch,It is closed today,1,5 years ago
BPI FTI Taguig Branch,"it says on the maps is open and closes at 4:30 pm., but when I got there at 2:28pm it was already closed because they said they only open until 2:30. but at 2:28 the guard didn't want me to go in.!! I'll just exchange the check.!!",1,3 weeks ago
BPI FTI Taguig Branch,"Unfair Treatment! Waited for 3 and a half hours. Teller called our number( with my subordinate number) but there's this someone behind the Teller who was taking priority until the teller got hungry and left us in line. We weren't even endorsed by the other Teller. Teller#6 Day 13 of August, u know who u are po Miss Ma'am. Your numberings are useless FR!",1,a year ago
BPI FTI Taguig Branch,"The staff was so rude. I was given a piece of paper, nothing else was said or anything so I was surprised. Was I told, ""Don't stare at that.""",1,a year ago
BPI FTI Taguig Branch,sometimes there is a long line.. sometimes there is none.. they are accommodating even though the tellers and customer service are frowning hehehe it's just the guards who are active with those who are queuing outside and those who are waiting inside they are very accomodating.. no photos allowed inside sorry :),5,a year ago
BPI FTI Taguig Branch,"I can't explain my disappointment with their customer service.. they are so discriminatory, not really accommodating and helpful.. too bad I didn't ask the woman's name, yes I'm a saleswoman, I don't wear make-up and make-up but I'm going …",1,2 years ago
BPI FTI Taguig Branch,"worst customer service. very slow the line is long, four tellers, but the bpi doesn't even have a seat.. it's literally too long. 30mins one will enter. because those inside who deposited or withdrew also went to customer service simply! wow! Our customer service is aimed at waiting outside",1,4 years ago
BPI FTI Taguig Branch,Their service is very slow at this branch. there are so many counters. It's so slow. It's a waste of her time,1,a year ago
BPI FTI Taguig Branch,"3 to 4 hrs. We will wait. The service is slow. Next time work first, not the chika🙄 what is that with a customer more than 40 minutes 🙄 …",1,2 years ago
BPI FTI Taguig Branch,"Worst bank in the Philippines..we cashed in at their machine then debited till now we still haven't gotten our 5,700 back it's been almost 2 months since bpi..what's up?! FYI the atm machine isn't theirs it's owned by a 3rd party so be …",1,3 years ago
BPI FTI Taguig Branch,Employees here are slow to act and most of the time they are on their phones and not doing their work properly. There is also no priority lane for customer service desk.,1,2 years ago
BPI FTI Taguig Branch,"It's just so weird that they even give you a # so that there's a proper line and then when you enter, there's an express lane for other transactions. If it's not a money transaction, you're just sorry, because you're just a customer and you don't have money with you.",1,2 years ago
BPI FTI Taguig Branch,"Don't do it. Transact here. The waiting time is very slow. If you are willing to allot 3.5 hrs of your time even if the queue is small, you can also go here. Worst BPI branch",1,3 years ago
BPI FTI Taguig Branch,"Nearest BPI branch this town if you are within western, signal or maharlika Village. The place is nice and the staff are accommodating. The line is quite long especially in the morning. Don't forget to bring your fan or portable fan since you will be waiting outside. Hot sister 😅 …",4,3 years ago
BPI FTI Taguig Branch,"YOUR SERVICE IS VERY Ugly! I KEPT IN LINE FOR A LONG TIME, BUT I WAS ENDED AT 4PM AND YOU DIDN'T EVEN LET ME TALK, YOUR CUSTOMER SERVICE EVEN TELL ME THAT I DON'T HAVE ANY MONEY! THAT'S BECAUSE I READ ONLINE THAT YOU CAN DEPOSIT! I'M 1K LACK OF LNG YOU WILL SAY THAT TO YOUR CUSTOMERS! MUST be 0 rating e",1,4 years ago
BPI FTI Taguig Branch,The sister girl was very rude to the customer service 🙄 and she even seemed to mock me. I wonder if that's how you guys train your employees. If only the rating could be 0 🙄 …,1,3 years ago
BPI FTI Taguig Branch,"Processing is very slow. Too much. I arrived at 9:30 AM, but I was already 99 in line. Almost 2 hrs waiting and I'm not even close yet. Silly You are still waiting outside. Hi.",1,3 years ago
BPI FTI Taguig Branch,"The line was short, only 4 people were in front of me, but it took me 3 hours to get in, then another hour inside and then I didn't see anyone, which was crazy.",1,4 years ago
BPI FTI Taguig Branch,"2hrs and counting in the queue to open a payroll account.

Update: They still have 2024",1,Edited a year ago
BPI FTI Taguig Branch,"My God, it's been so long 🫠🫠 3 hours please fix your service.. even 1 star is not enough …",1,2 years ago
BPI FTI Taguig Branch,"King mother who gave a number, the groin comes first",1,a year ago
BPI FTI Taguig Branch,They are slow to process because there are not enough tellers so the line is always long,2,2 years ago
BPI FTI Taguig Branch,Their service was fast when I went and most of all the tellers were friendly👍 …,5,4 years ago
BPI FTI Taguig Branch,The service was very slow. I went at 10am and finished at 4pm,1,2 years ago
BPI FTI Taguig Branch,We still need to bring the bedridden account holder before giving the account to us. You idiots!,1,4 years ago
BPI FTI Taguig Branch,Slow customer service like 1hr in between.,1,3 years ago
BPI FTI Taguig Branch,Is BPI FTI open now?,4,4 years ago
BPI FTI Taguig Branch,Very slow customer service,1,4 years ago
BPI FTI Taguig Branch,,2,4 months ago
BPI FTI Taguig Branch,,5,5 months ago
BPI FTI Taguig Branch,,5,6 months ago
BPI FTI Taguig Branch,,1,a year ago
BPI FTI Taguig Branch,,5,a year ago
BPI FTI Taguig Branch,,1,Edited a year ago
BPI FTI Taguig Branch,,1,2 years ago
BPI FTI Taguig Branch,,5,2 years ago
BPI FTI Taguig Branch,,4,2 years ago
BPI FTI Taguig Branch,,1,3 years ago
BPI FTI Taguig Branch,,5,3 years ago
BPI FTI Taguig Branch,,1,4 years ago
BPI FTI Taguig Branch,,1,4 years ago
BPI FTI Taguig Branch,,4,4 years ago
BPI FTI Taguig Branch,,1,4 years ago
BPI FTI Taguig Branch,,5,4 years ago
BPI FTI Taguig Branch,,5,5 years ago
BPI FTI Taguig Branch,,3,5 years ago
BPI FTI Taguig Branch,,5,6 years ago
BPI FTI Taguig Branch,,1,6 years ago
BPI FTI Taguig Branch,,1,6 years ago
BPI FTI Taguig Branch,,5,6 years ago
BPI FTI Taguig Branch,,1,7 years ago
BPI FTI Taguig Branch,,4,7 years ago
BPI Blue Ridge Boni Serrano Branch,Kudos to sir Hans for being friendly and efficient in assisting me with my concern. Good job. 👍🏼 …,5,a year ago
BPI Blue Ridge Boni Serrano Branch,"Friendly staff but slow service, limited parking space.",3,3 years ago
BPI Blue Ridge Boni Serrano Branch,Takes them forever to answer calls.,1,2 years ago
BPI Blue Ridge Boni Serrano Branch,This bank has ample parking space.,3,3 years ago
BPI Blue Ridge Boni Serrano Branch,Close during weekdays??!!,1,a year ago
BPI Blue Ridge Boni Serrano Branch,Friendly staff,4,7 years ago
BPI Blue Ridge Boni Serrano Branch,,5,8 months ago
BPI Blue Ridge Boni Serrano Branch,,1,8 months ago
BPI Blue Ridge Boni Serrano Branch,,5,2 years ago
BPI Blue Ridge Boni Serrano Branch,,4,5 years ago
BPI Blue Ridge Boni Serrano Branch,,5,5 years ago
BPI Blue Ridge Boni Serrano Branch,,4,6 years ago
BPI Blue Ridge Boni Serrano Branch,,3,7 years ago
BPI Blue Ridge Boni Serrano Branch,,3,7 years ago
BPI Broadway,"They have a poor service to client. Been here twice, the teller at the counter was on a phone call while entertaining the client’s transaction. This “multitasking” makes them so slow and unprofessional. If she has a call on phone, she should take it outside.",2,7 months ago
BPI Broadway,Only two teller counters open even with many clients in the bank. Tellers move really slow.,1,4 months ago
BPI Broadway,"They don't know how to answer phone calls! it takes eternity before they can answer phone calls! And even if I'm there, when the phone was ringing it seems they don't care.",2,8 years ago
BPI Broadway,no issues,5,4 years ago
BPI Broadway,Placed in the pic there is a deposit in the actual no bwiyset,1,4 months ago
BPI Broadway,Not willing to help and the info given to me by a teller was wrong. I was able to process my card at another branch. They just don’t care. I don’t usually give low reviews but in my experience every time I go there they are really grumpy and unprofessional.,1,2 years ago
BPI Broadway,Withdraw,5,8 years ago
BPI Broadway,,5,6 years ago
BPI Broadway,,4,8 years ago
BPI Capitol Hills Branch,"if there is a rating less than one star, i would've clicked that for sure. i went to look for the sales associate to apply for credit card and loan.  morning, she was nowhere in her seat, so i waited too long but never showed up. i left the branch and returned before noontime. she was still not there. i left again and returned early afternoon, she was still not sitted in her station. finally when i returned around 3:30pm, i saw her seemingly just woke up, tinkering with her cellphone; therefore i decided not to approach her anymore. BPI:  next time, please hire someone accomodating and always present at her desk, and not one who loiters more perhaps in their kitchen! very disappointing considering this branch caters to ayala hills residents like me.",1,a month ago
BPI Capitol Hills Branch,"I don't like coming to this branch. The day when I had to do some transactions, it was  NOT busy w/ only 2 customers & the rest of the employees were chit-chatting & could care less about  their customers.",1,a year ago
BPI Capitol Hills Branch,Waiting for almost 4 hours for 10mins transaction,1,a year ago
BPI Capitol Hills Branch,Good attitude of all employees including BM and ABM,5,2 years ago
BPI Capitol Hills Branch,1 hour wait for a 5 minute transaction,1,2 years ago
BPI Capitol Hills Branch,Very accommodating personnel.,5,2 years ago
BPI Capitol Hills Branch,Friendly service,5,2 years ago
BPI Capitol Hills Branch,,5,6 months ago
BPI Capitol Hills Branch,,5,2 years ago
BPI Capitol Hills Branch,,5,6 years ago
BPI Fort Bonifacio Bayani Road Branch,Very bad experience today. Some of the staff were just using phones instead of assisting their clients regarding their concerns. First time to visit this branch and its not so accommodating,1,4 weeks ago
BPI Fort Bonifacio Bayani Road Branch,"Very very slow service. Staff openly talks to each other just like they are in their house, where everyone can hear it. One staff said “hanapin natin, kukurutin natin sa singit”. It’s so unprofessional. They do not have numbers on the TV for queuing number. Their ATM cash deposit is broken, I’m literally here for 30 mins now just for a deposit, I can do this for less than 5 mins. Their staff is so slow and unprofessional 😤😤😤 HASSLE",1,10 months ago
BPI Fort Bonifacio Bayani Road Branch,"One of the worst banks. Dirty, unpleasant, long delays and RUDE security guard. Especially the guard on on duty today, 3/1/24 at 3pm. Arrived on the bank with my 10 month old and the short security guard told me to wait at the door when I asked if i could sit down and wait as I am carrying may son. How inconsiderate and rude. The bank looks dirty aswell. Smells musty and the floor has mud marks",1,a year ago
BPI Fort Bonifacio Bayani Road Branch,"Super bad service. It takes each customer 20 minutes to do their transaction and even if there are less than 10 people queueing right now, I've already wasted more than an hour just waiting for my turn. Do NOT waste your time here if you can choose another bank",1,a year ago
BPI Fort Bonifacio Bayani Road Branch,"Do not transact here. Managers and associates are incompetent, does not think and they have the SLOWEST service.

They did not accept the govt issued ID and Australian passport (changed citizenship) - and does not know that a married woman can keep their surnames and not use their husbands.

You will only waste your time here. Save your time, day and negative vibes. Going to this branch will not only make you vomit but say a lot of bad things to people, even if you don’t want to.
Even if you are a good person, they’ll just make you bad just because of their awfully poor service, lack of knowledge.

Who hires these people anyway? And the manager was really a let down. What the H are you doing.

Better close this branch and save people from misery.",1,2 years ago
BPI Fort Bonifacio Bayani Road Branch,Customer service section of this bank sucks. You have to wait for hours because they prioritize their insurance (AIA) like all counters are engaged in insurance. They should make a separate counter for the insurance and a separate one for real BPI bank related concerns,1,a year ago
BPI Fort Bonifacio Bayani Road Branch,"Vvvverrry slow service. Why do you only have one teller??? Took me 30 minutes of waiting just to make a deposit. Approached the staff seated on the left side when you enter this branch, I was presuming she's the manager based on appearance and age. She didn't do anything. Nothing! She wouldn't even budge from her chair. Poor customer service.",1,4 years ago
BPI Fort Bonifacio Bayani Road Branch,The most I  waited was 15 to 20 minutes and I  don't  mind at all. The staff  were helpful  and  attentive. The guards were respectful.  I was there yesterday  and the experience I had was pleasant.,4,2 years ago
BPI Fort Bonifacio Bayani Road Branch,Its been an hour. Im still waiting here. Dont go here. Staff are just talking to each other. I was supposed to deposit a one cheque. Dont go to any BPI bank periodt.,1,a year ago
BPI Fort Bonifacio Bayani Road Branch,"One of the worst BPI branches! Wait time is upwards of 1-1.5 hrs. Only has 2 tellers, most of the time 1 is on break. Manager not helping out regardless if the queue has already reached the door. No landline no. (as per teller).",1,6 years ago
BPI Fort Bonifacio Bayani Road Branch,"I updated my phone number past 4pm April 24th, the lady said try to log in at 6, but until now April 25th 10:51am the phone number online is not updated. My husband said it should be working right away after they update it in their system. I called 5775516 no one answers. Very poor service!",1,6 years ago
BPI Fort Bonifacio Bayani Road Branch,"staff are amazing!, they're really nice and always smiling",5,9 months ago
BPI Fort Bonifacio Bayani Road Branch,Don't go if you value your time. Won't even accept PWD ID for priority. Will report this establishment.,1,3 years ago
BPI Fort Bonifacio Bayani Road Branch,Either phone line cannot be reached or hang you up instantly.,1,7 years ago
BPI Fort Bonifacio Bayani Road Branch,Waited 3 hours just to pick up the ATM card,1,2 years ago
BPI Fort Bonifacio Bayani Road Branch,Unable to reach their contact numbers. Very very very poor customer support.,1,3 years ago
BPI Fort Bonifacio Bayani Road Branch,"July 28, 2020, closed due to COVID-19.",2,5 years ago
BPI Fort Bonifacio Bayani Road Branch,Their office hours are not updated online,1,4 years ago
BPI Fort Bonifacio Bayani Road Branch,Long queue.,1,4 years ago
BPI Fort Bonifacio Bayani Road Branch,"The worst BPI BRANCH, very slow to act, prioritizes the money before serving the customer, the tellers are slow to count,

never transact with this bank!",1,6 months ago
BPI Fort Bonifacio Bayani Road Branch,I followed up on a cash deposit and it took more than a month for the branch to say that the date of my filled document was incorrect.,1,9 months ago
BPI Fort Bonifacio Bayani Road Branch,"We have been waiting for more than an hour, there are many customers, there is only one teller, still a newbie. that mother bank!! very rotten service",1,10 months ago
BPI Fort Bonifacio Bayani Road Branch,It takes at least 1 hour when you deposit at this branch! The service is so bad,1,8 months ago
BPI Fort Bonifacio Bayani Road Branch,"Poor service. They only have two customer services. Very slow. One woman is very unpleasant, the one who tries to transact with the client. Thumbs down. Boo! 👎🏼👎🏼👎🏼 …",1,6 years ago
BPI Fort Bonifacio Bayani Road Branch,POOR service. If you want hassle free banking and it won't ruin your day. Move to someone else.,1,3 years ago
BPI Fort Bonifacio Bayani Road Branch,Had the worst experience ever. The security guards are rude. Very lazy. rude people talking,1,5 years ago
BPI Fort Bonifacio Bayani Road Branch,,1,7 months ago
BPI Fort Bonifacio Bayani Road Branch,,5,a year ago
BPI Fort Bonifacio Bayani Road Branch,,5,2 years ago
BPI Fort Bonifacio Bayani Road Branch,,1,3 years ago
BPI Fort Bonifacio Bayani Road Branch,,1,5 years ago
BPI Fort Bonifacio Bayani Road Branch,,3,6 years ago
BPI Fort Bonifacio Bayani Road Branch,,5,8 years ago
BPI Fort Bonifacio Bayani Road Branch,,4,10 years ago
BPI Fort Mckinley Hill Branch,"I recently opened an account with BPI, and I have to say, the customer service I received was nothing short of exceptional. From the initial inquiry to the final setup, every step of the process was handled with professionalism, efficiency, and genuine care. The staff was incredibly accommodating, ensuring that my experience was smooth and hassle-free.

A special shoutout to Lynn, who went above and beyond in explaining the mortgage loan process in detail. She was patient, knowledgeable, and incredibly helpful, answering all my questions with clarity and making sure I fully understood my options. Her dedication to customer satisfaction truly stood out, and I appreciate the time she took to guide me through everything.

It’s rare to come across a bank that consistently delivers such a high level of service, and BPI has certainly exceeded my expectations. If you’re looking for a reliable banking partner with an outstanding team, I highly recommend BPI. Kudos to the staff for their excellent service—keep up the great work.",5,4 months ago
BPI Fort Mckinley Hill Branch,"Ive been a customer of BPI for 11 years and this is the worst branch ! Imagine the day before I requested for a exchange peso to jpy as I will be travelling to japan next week and I have received a text that money is ready for pick up . I went there 11am and guess what time I was able to pick up my money? 3 pm!!! I spent freaking 4 hrs just to pick up something from Customer Service!

Another incident , I did a withdrawal in my passbook , and i forgot my passbook and id sa teller. 3 days passed , I received a text from Ana saying that to pick up my forgotten id and passbook. So eto na nga, I returned to the branch and guard asked me - ano purpose ko, I said Pick up ko lang po ung naiwan kong passbook he asked me sino yung kausap ko and he said Walang Ana dito!! and i was dumbfounded kasi who on earth texted me( at this time, ayaw ako papasukin ng guard sa loob)

I let myself in sa inis ko kahit ayaw ako papasukin nung guard , and I asked a staff instead where is Ana - and there she is counter 3 teller

guards  and service here sucks!",1,a year ago
BPI Fort Mckinley Hill Branch,"Worst branch I've encountered so far. While many BPI branches seem poorly maintained and lack proper supervision, this one takes it to another level. It's disappointing how the manager refuses to assist or even acknowledge concerns- completely uncooperative.",1,4 months ago
BPI Fort Mckinley Hill Branch,"This is the worst BPI branch I've ever dealt with. It's no surprise there are so many bad reviews. The assistance is terrible-you can't even withdraw your own money!! I highly recommend avoiding this branch. The service is awful, and you might have trouble accessing your own money!!",1,5 months ago
BPI Fort Mckinley Hill Branch,Very accommodating and customer-friendly. They were easy to talk to and made sure everything went smoothly. Great service!,5,3 months ago
BPI Fort Mckinley Hill Branch,"Out of all the BPI branches I have visited, at this branch I experienced the worst customer service ever. I expected more from this branch knowing its location",1,a month ago
BPI Fort Mckinley Hill Branch,"I applied for a BPI Payroll account on November 13, 2023. I was informed that I can get my Debit card 2-3 business days after my apppication. I queued around 8:30 AM and waited for the bank to open and claim my debit card, I was on queue till 10:00 AM. I thought Debit Card claiming was supposed to be an easy process. It took 2-3 hours! The bank manager informed me that the Debit Cards were inside a timed vault and that is why they cannot distribute it for the mean time. They were also not able to give us an exact time on when the Debit Card will be available on that day.

I decided to give up and just go home without my debit card and told myself to get it the next chance I got. Fast forward to January 11, 2024, I went to the bank to claim my debit card again, the branch banker took one look at my valid ID, asked me when I applied for the card (when I said November of last year) she immediately informed me that I will have to re-apply for it since it expires after 3 months if not claimed and I have to pay 200 pesos for it.

Walking out of the branch, it made me realize, it hasn't been 3 months yet. I went back to the branch and informed her about it. Lo and behold, my Debit Card was existent, this obviously shows that the banker did not even care to double check the records and did not exert any effort to cross check their inventories before distributing information to their customers. Worst BPI Branch ever, very unprofessional handling of customer concerns.",1,a year ago
BPI Fort Mckinley Hill Branch,"The worst BPI branch I've ever been to. Whoever manages that branch needs to be fired, whoever works in this branch needs to be fired. I came sometime at 11 and so many people were sitting waiting for their turn. All i saw was BPI workers hiding their McDonalds and going into another room slowly closing up their que. I saw some short skinny filipino with a BPI jacket going in their break room or whatever with a bag of McDonalds while so many people were waiting followed by the rest of the workers. I had to put one star just to be able to post this. Zero stars. This branch needs to be reprimanded. This branch needs a reset",1,11 months ago
BPI Fort Mckinley Hill Branch,"Im not sure what's taking time, but account opening shouldn't take 2 hours and up. There's less than 10 customers in queue, and 6 counters. Definitely not a good experience in this branch",1,a year ago
BPI Fort Mckinley Hill Branch,This is alarming. The manager should start assesing their service satisfaction. Too long to wait. No sense of urgency. Instead of convenience you need to wait for 2-3 hrs just to claim a card. They have also energy to laugh and see us customers outside waiting and no setting of expectation what time can they distribute our card. Where just asking how many more time should we wait then a banker just reply. We dont know until such the vault will be open.  Waiting for nothing. Worsttttt PBI branch ever. Calling the attention of the branch manager... I'm so upset. 😡😡😡😡,1,a year ago
BPI Fort Mckinley Hill Branch,"No sense of urgency at all. Processed my personal loan here I was expecting to just sign the documents based on the text that I received. However, I waited for 2 hours then banker told me that my documents are not available yet and they will contact me after.

I came back the other day talked to the same banker. She told me I already signed the documents yesterday and my personal loans is now for crediting. I don’t remember signing any documents at all. Lol She even showed me the documents with a different name.

took too long for her to realize that I am not the person she’s talking about. After a half an hour of gaslighting finally she process my loan documents.",1,2 years ago
BPI Fort Mckinley Hill Branch,Worst BPI Branch. Always have to wait for 1-2 hrs before queue number gets called. There's a lot of them but the waiting time is always too long compared to other BPI branch.,1,a year ago
BPI Fort Mckinley Hill Branch,"Absolutely worst banking experience ever. Every single time. Usually just one of them is working, the rest is walking around and talk to each other and do not accept any clients.",1,a year ago
BPI Fort Mckinley Hill Branch,"Worst branch. Tho most BPI branches are not properly maintained and supervised, I can't believe such like this one is still operating. Too long waiting time. They have too many tasks but lil manpower or should I say the staff just keeps …",1,2 years ago
BPI Fort Mckinley Hill Branch,The slowest branch of Bpi ever. Poor customer service. It is about 10 staffs inside the bank but still cannot handle the customers very well. The customers may wait about 1hr or more before they enter the bank for their respective transactions. Why is it this branch is not doing a plan for a fastest transactions.,1,4 years ago
BPI Fort Mckinley Hill Branch,"There are no day that you will not have to wait in line. The line starts outside the branch, you will have to wiat while standing for a good 30-45 mins before you can wait while sitting. Then you have to wait for another hour before you can come in the branch. That is if you are lucky. While you wait outside, enjoying the metro heat, you will see the branch employees with nonsense of urgency at all. #PhilippinesBestBank",1,3 years ago
BPI Fort Mckinley Hill Branch,"Been going back and forth since beginning of the year just to change my contact number. Guess what, I already wasted 7 hours in total but I still haven't been called.
You can't even go out to do other things as they will take back the number and line up again when you come back. You really need to waste your time just to be entertained. Maybe take a 1 day vacation leave just for a change in contact number?
Guards and staff are also rude. Not a single thing is good in this branch.",1,6 years ago
BPI Fort Mckinley Hill Branch,"I've seen a post 7 months ago that says that this branch is always crowded. Today, July 15th 2016, that same thing is still happening. No improvement at all. There are 2 clerks positioned to deal with almost 100 customers at around 10am. The Deposit Machine sucks too. Always under maintenance for almost a month now.",1,9 years ago
BPI Fort Mckinley Hill Branch,The bank employee left me on phone while waiting (not hold) and did not come back to me at all. Very unprofessional.,1,9 months ago
BPI Fort Mckinley Hill Branch,The first time I have ever experience the slowest processing time. In other banks you will just spend minutes but here it will take hours!,1,a year ago
BPI Fort Mckinley Hill Branch,Staffs are very helpful and efficient. My concern was for payroll account retagging and they helped me even if my payroll account from my previous company was opened at BPI MARKET MARKET Branch. Keep up the good work!,5,3 years ago
BPI Fort Mckinley Hill Branch,There are other banks in the area that doesnt have a 2 hour wait time for simple transactions. If you value your time stay away.,1,a year ago
BPI Fort Mckinley Hill Branch,It was convenient to deposit the checks at the Venice Grandcanal Mall branch on my 2nd visit late that afternoon when I took advantage of being a preferred customer with the other banks closed earlier after coming from a long weekly meeting at my grandmother's place in South Forbes Park.,5,7 years ago
BPI Fort Mckinley Hill Branch,This branch is always crowded with not enough staff/space to accommodate everybody. If you absolutely need to transact with them be prepared to have a sizable chunk of your day wasted away waiting for your number to be called.,1,9 years ago
BPI Fort Mckinley Hill Branch,I already tried to open an account in other BPI Branches but this branch has the slowest processing time. Imagine arriving before 2PM and it's almost 4PM now and I'm not done yet with my agenda here. I cannot fully understand their slowness.,1,2 years ago
BPI Fort Mckinley Hill Branch,"This is the only place with forever.

After waiting an hour for my turn, saka nyo lang sasabihing ""offline, no withdrawal"". Wow! Very wow! Magaling magaling. Keep it up!

Why not consider closing this branch? :)",1,8 years ago
BPI Fort Mckinley Hill Branch,"Very accommodating, all my banking needs were met, From loans to investments and insurance, Manager Liza is a very good leader and gets things done.",5,3 years ago
BPI Fort Mckinley Hill Branch,Worst branch ever. Branch opened at 9am. We arrived at 9:10AM. We waited 2 hours to be accommodated. Worst branch everrrrrrrrrr 🤯🤯🤯🤯 …,1,2 years ago
BPI Fort Mckinley Hill Branch,Worst branch ever. Its as if staff are working slowly on purpose. Waste of time. Staff are lucky they are getting paid for providing a bad service.,1,4 years ago
BPI Fort Mckinley Hill Branch,Took me forever to wait just to process change pin. Then a celebrity walks in and he just went pass everyone and he was entertained immediately.,1,3 years ago
BPI Fort Mckinley Hill Branch,The guard on shift is not accommodating and very rude when assisting on the queue machine,1,11 months ago
BPI Fort Mckinley Hill Branch,"Their contact nos are always busy waited for too long and yet my card wasn't there ,one of the teller told me that she will update if my card was already there ,I was waiting for it but until now they haven't updated me.what a poor service.",1,7 years ago
BPI Fort Mckinley Hill Branch,The customer service here is too slow. It's been 2 hours already and I'm still waiting.,1,2 years ago
BPI Fort Mckinley Hill Branch,Super slow. Almost waited for 3hrs. And up to now no update regarding my concern.,1,2 years ago
BPI Fort Mckinley Hill Branch,Transactions are so slow. It got me about 2 hours just to talk to customer service but then my concern still not resolved. Hillarious experience.,1,7 years ago
BPI Fort Mckinley Hill Branch,"very slow service. Pls do not transact at this branch, save yourselves precious time. Again, do not transact at this branch.",1,7 years ago
BPI Fort Mckinley Hill Branch,Incompetent and seemingly uneducated staff. No sense of urgency at all and no respect for the customer’s time.,1,2 years ago
BPI Fort Mckinley Hill Branch,Very slow management! Worst bpi branch.,1,2 years ago
BPI Fort Mckinley Hill Branch,Worst branch  need to wait 1-2hrs 🤯 …,1,2 years ago
BPI Fort Mckinley Hill Branch,Understaffed. Waited for almost an hour for a simple deposit.,1,3 years ago
BPI Fort Mckinley Hill Branch,"Crowded. Rude, stressed staff and guard. It's really pretty small.",1,9 years ago
BPI Fort Mckinley Hill Branch,Long lines. Branch contact number always busy.,1,8 years ago
BPI Fort Mckinley Hill Branch,Been trying to call for days. No one would pick- up my calls.,1,6 years ago
BPI Fort Mckinley Hill Branch,Super slow… one of the worst service,1,3 years ago
BPI Fort Mckinley Hill Branch,Long lines. Branch opens in the morning  unprepared.,1,5 years ago
BPI Fort Mckinley Hill Branch,"Always extremely crowded, and really really slow service.",1,Edited 8 years ago
