record_type,id,branch_name,city,customer_id,date,rating,comment,tags,sentiment,overall_sentiment,branch_sentiment,overall_score,total_reviews,positive_feedback,neutral_feedback,negative_feedback,top_performer_branch,top_performer_score,needs_improvement_branch,needs_improvement_score,city_score,month,monthly_score
review,3287.0,BPI Pasig C. Raymundo Branch,Pasig,#N3287,2025-07-31,39.0,BEEN WAITING HERE NOW FOR MORE THAN AN HOUR AND THE LINE IS STILL VERY LONG!!!! VERY SLOW!!! YOU NEED TO ADD MORE STAFF! THE LINE OUTSIDE IS VERY LONG!,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3288.0,BPI Pasig C. Raymundo Branch,Pasig,#N3288,2025-08-01,33.0,Just pick up atm.. it takes a while,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3289.0,BPI Pasig C. Raymundo Branch,Pasig,#N3289,2025-08-14,31.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3290.0,BPI Pasig C. Raymundo Branch,Pasig,#N3290,2025-07-25,80.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3291.0,BPI Pasig C. Raymundo Branch,Pasig,#N3291,2025-07-30,42.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3292.0,BPI Pasig C. Raymundo Branch,Pasig,#N3292,2025-08-20,29.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3293.0,BPI Pasig C. Raymundo Branch,Pasig,#N3293,2025-08-12,75.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3294.0,BPI Pasig C. Raymundo Branch,Pasig,#N3294,2025-08-14,55.0,No review text provided,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,3295.0,BPI Pasig C. Raymundo Branch,Pasig,#N3295,2025-08-17,35.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3296.0,BPI Pasig C. Raymundo Branch,Pasig,#N3296,2025-08-06,37.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3297.0,BPI Pasig C. Raymundo Branch,Pasig,#N3297,2025-08-01,26.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3298.0,BPI Pasig C. Raymundo Branch,Pasig,#N3298,2025-08-18,27.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3299.0,BPI Pasig C. Raymundo Branch,Pasig,#N3299,2025-08-01,33.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3300.0,BPI Pasig C. Raymundo Branch,Pasig,#N3300,2025-08-19,23.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3301.0,BPI Pasig C. Raymundo Branch,Pasig,#N3301,2025-08-09,80.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3302.0,BPI Pasig C. Raymundo Branch,Pasig,#N3302,2025-07-31,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3303.0,BPI Pasig C. Raymundo Branch,Pasig,#N3303,2025-08-08,79.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3304.0,BPI Pasig Capitolyo Branch,Pasig,#N3304,2025-07-29,44.0,"Walked in 10:12 for a deposit, walked out 10:20. Two people ahead of me. I was number 25. So about 4 minutes. My transaction was 1 minute, the longest part was printing the slip.","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3305.0,BPI Pasig Capitolyo Branch,Pasig,#N3305,2025-08-20,37.0,BEA does not add value if your active tellers are this few. Waiting time is so long and your tellers shouldn't be offering other items that would add time for each customer. Tellers are offering inves...,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3306.0,BPI Pasig Capitolyo Branch,Pasig,#N3306,2025-08-21,34.0,"Bank of the Philippine Islands (BPI) is considered the most profitable bank in the Phiippines. It is part of the Ayala Group, a business conglomerate best known for developing Ayala Center in Makati C...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3307.0,BPI Pasig Capitolyo Branch,Pasig,#N3307,2025-08-01,29.0,Very inconsiderate for there customer especially in customer services. I hope management should do actions about it. Thank you.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3308.0,BPI Pasig Capitolyo Branch,Pasig,#N3308,2025-08-09,37.0,"Been trying to call their landline numbers but to no avail,  all of the numbers are just ringing,  no one is answering.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3309.0,BPI Pasig Capitolyo Branch,Pasig,#N3309,2025-08-19,86.0,Quite good. You still need to be in queue.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3310.0,BPI Pasig Capitolyo Branch,Pasig,#N3310,2025-08-10,75.0,Happy to days in merry Christmas to all peaoful,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3311.0,BPI Pasig Capitolyo Branch,Pasig,#N3311,2025-07-30,33.0,Waited 2 hours+ my number to be called for assistance,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3312.0,BPI Pasig Capitolyo Branch,Pasig,#N3312,2025-08-09,25.0,they only have 1 teller. Helped that one for deposits only. I entered 9:55am finished 11,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3313.0,BPI Pasig Capitolyo Branch,Pasig,#N3313,2025-08-19,34.0,very slow customer service. They said the customer service would call but there was no one at the desk. pick up a card that has been delayed weeks already will probably take you 1 hour waiting time if...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3314.0,BPI Pasig Capitolyo Branch,Pasig,#N3314,2025-08-10,93.0,"If there is zero rating, i would give it to them. We have a senior citizen employee, but the person at the counter said, wait in line because someone is still opening an account. the employee is still...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3315.0,BPI Pasig Capitolyo Branch,Pasig,#N3315,2025-07-26,90.0,"Their phone number is useless, no one answers.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3316.0,BPI Pasig Capitolyo Branch,Pasig,#N3316,2025-08-07,84.0,No one answered the call 2 days after we called.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3317.0,BPI Pasig Capitolyo Branch,Pasig,#N3317,2025-08-15,33.0,Very slow customer service.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3318.0,BPI Pasig Capitolyo Branch,Pasig,#N3318,2025-08-20,81.0,That landline is provided but no one answers!!!!! Rotten!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3319.0,BPI Pasig Capitolyo Branch,Pasig,#N3319,2025-07-24,74.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3320.0,BPI Pasig Capitolyo Branch,Pasig,#N3320,2025-08-15,93.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3321.0,BPI Pasig Capitolyo Branch,Pasig,#N3321,2025-07-26,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3322.0,BPI Pasig Capitolyo Branch,Pasig,#N3322,2025-08-10,30.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3323.0,BPI Pasig Mabini Branch,Pasig,#N3323,2025-07-29,32.0,"The Bank is incompetent when the branch is handling large numbers of people.
Lots of numbers get skipped because of their flawed Ticketing system. Yes, they do have a screen that flashes the current n...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3324.0,BPI Pasig Mabini Branch,Pasig,#N3324,2025-08-12,77.0,They were very helpful especially rica and her manager.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3325.0,BPI Pasig Mabini Branch,Pasig,#N3325,2025-08-15,20.0,Poor customer service,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3326.0,BPI Pasig Mabini Branch,Pasig,#N3326,2025-08-11,39.0,"It's very slow, two hours before being assisted. Hassle and always busy at this branch. Even just claiming an ATM will take you an hour, this branch is very slow!!!!!!",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3327.0,BPI Pasig Mabini Branch,Pasig,#N3327,2025-08-04,74.0,It's been a long time! There's nothing wrong with making sure the bad guy is right😂 …,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3328.0,BPI Pasig Mabini Branch,Pasig,#N3328,2025-08-20,29.0,"Best customer support. Decided to open an account with this bank even though the branch of the main bank is only two tamblings and one dura, because they don't know how to answer the phone as in all t...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3329.0,BPI Pasig Mabini Branch,Pasig,#N3329,2025-08-02,72.0,"This is about opening new accounts...
So i have my bpi accnt in another branch.. I ask if I can open a new accnt then the one I talked to said..

""Only one account is allowed per person"" Like as in if...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3330.0,BPI Pasig Mabini Branch,Pasig,#N3330,2025-08-01,37.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3331.0,BPI Pasig Mabini Branch,Pasig,#N3331,2025-07-30,91.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3332.0,BPI Pasig Mabini Branch,Pasig,#N3332,2025-08-08,79.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3333.0,BPI Pasig Mabini Branch,Pasig,#N3333,2025-07-31,80.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3334.0,BPI Pasig Mabini Branch,Pasig,#N3334,2025-08-11,95.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3335.0,BPI Pasig Mabini Branch,Pasig,#N3335,2025-08-07,95.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3336.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3336,2025-08-15,89.0,"One teller to service all their customers. One teller just walking around as if nobody was on queue. Not surprised coz a lot of BPI branches are like this. If you cannot give a fast service, develop y...","Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,3337.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3337,2025-07-27,21.0,"Visited this branch for depositing PH and exchanging euro to peso then deposit to PH account. Teller was fast, I was able to deposit Php in less than 5 minutes.  Unfortunately, the exchange is a diffe...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3338.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3338,2025-08-02,35.0,Every time I go here they always open late. Plus there’s no proper queuing. The senior citizens are abusing their right that they will be the first to be served even if there are other customers who a...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3339.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3339,2025-08-21,25.0,There are more than 25 clients already the bank. And still there is only 1 teller for all transactions. What kind of manager does this branch have? They dont seem to notice that their client’s time is...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3340.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3340,2025-08-01,91.0,"Super Slow: Cancellation of CAR Loan and Chattel Mortgage

BPI Mercedes told us last June that it will only take 3 weeks to process the Cancellation of Car Loan and Chattel Mortgages. I was asked by t...","Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,3341.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3341,2025-07-31,73.0,To say that their service is slow and their employees are incompetent and dismissive of customer complaints is not even enough to describe how horrible this branch is. I am especially annoyed at their...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3342.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3342,2025-08-20,87.0,"Bank Branch Posted Closed Time 4;30pm,
But it's already 4;00pm and it's CLOSED !!
How can We Transact to them if They CLOSED
30mins or Morethan Mins or Hour to the Time
They Posted !! They Should Post...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3343.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3343,2025-08-03,88.0,Bullshit service. Waiting time too long,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3344.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3344,2025-08-17,86.0,"FOR BIKE COMMUTERS!!!

No bike rack but guards are friendly  and they will let you park your bike on their PWD wheelchair ramp. 🙄 …",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3345.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3345,2025-08-05,33.0,"Customer service is poor. Except for Kareen, Customer Service Representatives are horrible people who clearly do not want to be there.","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3346.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3346,2025-08-04,83.0,Worst customer service. Except for this one girl who assisted me when I opened an account. Everyone else is procrastinating and rude. A complete change of management is needed.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3347.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3347,2025-07-28,24.0,only 1 teller was active that time and took me more than 20 mins for a single transaction 😥 …,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3348.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3348,2025-08-01,88.0,"One staff, I guess she is a manager is very accommodating with my needs.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3349.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3349,2025-07-31,20.0,Understaffed with slow service,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3350.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3350,2025-08-03,93.0,Visit BPI for customer service and it was really convenient. I just wait for about 3-5 minutes before my number called and,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3351.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3351,2025-07-30,35.0,Please update the contact number for this branch. Contact number is still in 7 digit format. Thanks,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3352.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3352,2025-08-10,35.0,Update your branch sched,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3353.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3353,2025-07-31,92.0,very accomodating,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3354.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3354,2025-08-09,93.0,Nice staff...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3355.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3355,2025-07-27,42.0,Accomodating,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3356.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3356,2025-07-30,28.0,"that one teller on number 6, was not entertaining, and didn't want to make a deposit, the one on number 5 which is Ma'am who always assists us makes a deposit along with other transaction, the one tod...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3357.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3357,2025-08-11,37.0,"At 8:55 am I started standing in line for cash deposit and then the scheduled opening was at 9 am, at 9:00 the guard still did not enter the branch. Justice is still waiting for those inside. Ending a...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3358.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3358,2025-08-14,41.0,Especially the slowness of this bpi branch...I was in a hurry so as not to reach the cut off..but I reached the cutoff because of the slowness of the teller..we were still laughing...but then there wa...,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3359.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3359,2025-07-28,41.0,"I hope if you post the contact numbers of your functional branch, it is very inconvenient on our part as depositors that we do not have even 1 number to access for our inquiries.
I hope this will reso...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3360.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3360,2025-08-03,38.0,"The service here is very slow. There are always long lines. I replaced the ATM, it's been a month, still nothing. They say it's still processing. Contact numbers they give to follow up, no one answers...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3361.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3361,2025-08-16,88.0,worst branch of all I've been to. slow service not so accomodated esp.their system is not good. there are instances when the bank is still closed so I have to wait for them to come first so I'm disapp...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3362.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3362,2025-08-13,40.0,Duration,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3363.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3363,2025-08-16,66.0,No review text provided,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,3364.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3364,2025-08-03,44.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3365.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3365,2025-08-06,88.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3366.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3366,2025-08-04,94.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3367.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3367,2025-08-11,21.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3368.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3368,2025-08-19,27.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3369.0,BPI Pasig Market Avenue Ext. Branch,Pasig,#N3369,2025-08-05,21.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3370.0,BPI Pasig Rosario Branch,Pasig,#N3370,2025-08-17,43.0,"The girl in the No 5 cubicle, was not helpful at all, As I was explaning she cutted me off and I felt brushed on my concern. She just gave me a look as if it helped. I did not received any help at all...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3371.0,BPI Pasig Rosario Branch,Pasig,#N3371,2025-08-04,74.0,Agents/Tellers don't know how to properly assist customers. Went here to apply an account but the old lady teller is very rude and even started to accuse us. Na sabi baka napulot lang namin ang proof ...,"Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,3372.0,BPI Pasig Rosario Branch,Pasig,#N3372,2025-07-29,84.0,It's along the highway and easy to get there..the guards is acomodating and staffs too.its beside the hardware and situated under the Solid lumber building.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3373.0,BPI Pasig Rosario Branch,Pasig,#N3373,2025-08-09,73.0,Poor service at all and teller number 5 was so rude and did not help the customer.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3374.0,BPI Pasig Rosario Branch,Pasig,#N3374,2025-08-10,73.0,Bad service experience! Waste of time!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3375.0,BPI Pasig Rosario Branch,Pasig,#N3375,2025-08-16,31.0,The girl on the number 5 table seems not helpful. She's not providing a straight answer and she's browsing her phone while responding to question. I should've ask her name.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3376.0,BPI Pasig Rosario Branch,Pasig,#N3376,2025-08-20,76.0,How frustrating! Si security guard ang nagseset ng cut-off without consulting ung teller operators and bank personnels if cut-off na or not / Or if they can accommodate pa or not. I was in the bank 30...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3377.0,BPI Pasig Rosario Branch,Pasig,#N3377,2025-07-26,89.0,I will highly suggest for you to visit any other branch aside from this one. Tellers here will not help or assist you with your account. Such a waste of time. BPI call center agents are way more frien...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3378.0,BPI Pasig Rosario Branch,Pasig,#N3378,2025-08-12,73.0,The service very bad not accurate in other branch no need certaint requirement,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3379.0,BPI Pasig Rosario Branch,Pasig,#N3379,2025-08-17,90.0,2 hours waiting time for customer's service,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3380.0,BPI Pasig Rosario Branch,Pasig,#N3380,2025-08-09,42.0,they will make you wait outside rain or shine. process is super slow,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3381.0,BPI Pasig Rosario Branch,Pasig,#N3381,2025-07-30,33.0,There is no Cash Deposit Machine here so you will wait on the queue to deposit your cash,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3382.0,BPI Pasig Rosario Branch,Pasig,#N3382,2025-07-30,90.0,Rizal Philippines,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3383.0,BPI Pasig Rosario Branch,Pasig,#N3383,2025-08-13,88.0,Make your phones work. Write on a piece of paper and then stick it on the door why you are close or put a guard on it. Bank No guard..,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3384.0,BPI Pasig Rosario Branch,Pasig,#N3384,2025-07-29,83.0,Terrible customer service. Waited long hours because there was only one line to open an account and claim cards. There should be a separate counter for card releasing since there is no need to fill ou...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3385.0,BPI Pasig Rosario Branch,Pasig,#N3385,2025-08-05,84.0,"If there is only zero here, I will put zero. This is the worst BPi branch. The staff here will not help you. The service is rubbish",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3386.0,BPI Pasig Rosario Branch,Pasig,#N3386,2025-07-27,24.0,Transactions are very slow... you queue outside the bank it's very hot... your head will really heat up... then when you get inside there's another queue... so when you go to that branch.. be ready......,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3387.0,BPI Pasig Rosario Branch,Pasig,#N3387,2025-07-31,78.0,This is the worst BPI branch I ever visited. Very slow service. There were many tellers but only two worked. Even the guard has attitudes. Please avoid this branch if you have the option.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3388.0,BPI Pasig Rosario Branch,Pasig,#N3388,2025-08-10,94.0,"Often offline, even the landline to call to inquire, no one answers As in more than 10 times I have tried to call to talk, but no one answers the call.. 😤😠.. It's a waste of fare going there and then ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3389.0,BPI Pasig Rosario Branch,Pasig,#N3389,2025-08-02,39.0,"Kindly please update your opening hours and availability my father in law visited several times from August 31, 2020 until September 2, 2020 He is a senior citizen maybe you would like to let me know ...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3390.0,BPI Pasig Rosario Branch,Pasig,#N3390,2025-08-18,34.0,You should bring water if your goal is Customer Service.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3391.0,BPI Pasig Rosario Branch,Pasig,#N3391,2025-07-27,21.0,"Rotten bank, rottenest branch. Thank you",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3392.0,BPI Pasig Rosario Branch,Pasig,#N3392,2025-07-27,94.0,garbage,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3393.0,BPI Pasig Rosario Branch,Pasig,#N3393,2025-08-11,41.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3394.0,BPI Pasig Rosario Branch,Pasig,#N3394,2025-08-19,87.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3395.0,BPI Pasig Rosario Branch,Pasig,#N3395,2025-07-31,35.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3396.0,BPI Pasig Rosario Branch,Pasig,#N3396,2025-08-18,29.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3397.0,BPI Pasig Rosario Branch,Pasig,#N3397,2025-07-31,28.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3398.0,BPI Pasig Rosario Branch,Pasig,#N3398,2025-08-07,35.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3399.0,BPI Pasig Rosario Branch,Pasig,#N3399,2025-08-01,94.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3400.0,BPI Pasig Rosario Branch,Pasig,#N3400,2025-08-05,38.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3401.0,BPI Pasig Rosario Branch,Pasig,#N3401,2025-08-02,89.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3402.0,BPI Pasig Rosario Branch,Pasig,#N3402,2025-07-25,29.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3403.0,BPI Pasig Rosario Branch,Pasig,#N3403,2025-08-19,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3404.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3404,2025-08-08,25.0,This Branch has poor customer service and staff at the customer service has an attitude. BPI should train people on soft skills on how to serve well with a smile.,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,3405.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3405,2025-08-15,91.0,"Unfortunately the service here is terrible. Only 2 employees for the customer service lines in the middle of a Tuesday, and each transaction takes about half an hour.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3406.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3406,2025-07-29,86.0,wrong location on the map,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3407.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3407,2025-08-14,85.0,CUSTOMER SERVICE SUCKS. There was only one customer before me but I waited over 1 hr. Then when the customer before me finished the agent talked to someone on the phone for another 30 mins before I wa...,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3408.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3408,2025-07-25,33.0,"They're only open until 2pm, don't expect them to be open until 3pm because they don't have anything to pay their employees.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3409.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3409,2025-08-20,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3410.0,"BPI Pasig E. Rodriguez, Jr. Branch",Pasig,#N3410,2025-08-17,90.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3411.0,BPI Pioneer Center Branch,Bpi,#N3411,2025-07-28,67.0,4 account manager tables but only 1 is working. And the 1 person is charming their client for some reason making their interaction so much longer. Expect looooong wait times,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,3412.0,BPI Pioneer Center Branch,Bpi,#N3412,2025-08-21,72.0,"This branch located inside the Pioneer Supermarket, beside the Watson, ATM and Deposit machine available here, they have also ATM machine outside at the north side. More Parking space anywhere in the ...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,3413.0,BPI Pioneer Center Branch,Bpi,#N3413,2025-07-30,24.0,"They do not have a system. Last Nov 29, 2022, at 2PM, I had a really bad experience. Despite having “BEA” they will prioritize people they know over seniors or even preferred members. It took me 30 mi...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,3414.0,BPI Pioneer Center Branch,Bpi,#N3414,2025-08-06,35.0,Slow service. Customer service on their phones and prone to mistakes.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
