branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Market Market Branch,"Bad experience, if there was a negative star I would rate it. I guess they don't know what they're doing at this branch!",1,10 months ago,"bad experience, if there was a negative star i would rate it. i guess they dont know what theyre doing at this branch!",Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,"I went to the branch to open a savings account, because I needed to change banks. the first girl who assisted was very professional and explained to me what should be needed, since I don't have an ID with a permanent address b'cause we're …",1,a year ago,"i went to the branch to open a savings account, because i needed to change banks. the first girl who assisted was very professional and explained to me what should be needed, since i dont have an id with a permanent address bcause were ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,"The service is very slow and the guards are very unfair. There is a queue but others are admitted. Then when the intruder is terrified, he will be let in as well. Imagine 3pm until closing, we were in line without a hitch until the cut-off. …",1,a year ago,"the service is very slow and the guards are very unfair. there is a queue but others are admitted. then when the intruder is terrified, he will be let in as well. imagine 3pm until closing, we were in line without a hitch until the cutoff. ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,"Worst experience, it's not even 5:00 pm and they won't let you in because they say they cut off even until 5:30 pm",1,9 months ago,"worst experience, its not even 500 pm and they wont let you in because they say they cut off even until 530 pm",Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,"This branch is the worst branch that BPI has. The employees don't move even though they can see that the line is so long, especially for the withdrawal 😠 when the online agent leaves, it will be replaced with the withdrawal, so people will …",1,6 years ago,"this branch is the worst branch that bpi has. the employees dont move even though they can see that the line is so long, especially for the withdrawal  when the online agent leaves, it will be replaced with the withdrawal, so people will ",Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,"Worst bpi ever
From guard to customer service to employees. The squint is worse than the turtle …",1,4 years ago,worst bpi ever from guard to customer service to employees. the squint is worse than the turtle ,Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,"If only there was a negative rating. The slowest of all the slow ones, there is no concern for the clients, they expect you to be physically waiting and not leaving while ur number is not yet called, even if there are 100+ people in front of the queue and even if it is already jampacked inside, they want to crowd you.",1,6 years ago,"if only there was a negative rating. the slowest of all the slow ones, there is no concern for the clients, they expect you to be physically waiting and not leaving while ur number is not yet called, even if there are 100 people in front of the queue and even if it is already jampacked inside, they want to crowd you.",Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,"Worst BPI branch guys, I wish there were 4 tellers but only 2 or 1 are on duty???? It takes 15mins for them to process a transaction...I wish you were chasing the client, not the client chasing you.....",1,6 years ago,"worst bpi branch guys, i wish there were 4 tellers but only 2 or 1 are on duty???? it takes 15mins for them to process a transaction...i wish you were chasing the client, not the client chasing you.....",Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,Long queues and extra time will take you 2 to 3 hours of waiting before you can be served. Terrible customer service.,1,6 years ago,long queues and extra time will take you 2 to 3 hours of waiting before you can be served. terrible customer service.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Market Market Branch,Sooobraang baaaggaal ng servviiccceee nyooo pooooooo! 😕 …,1,6 years ago,sooobraang baaaggaal ng servviiccceee nyooo pooooooo!  ,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,Tyler is very slow,1,9 months ago,tyler is very slow,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,Slower than a turtle,1,6 years ago,slower than a turtle,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,3 months ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Market Market Branch,No review text provided,1,a year ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,2 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,3 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,3 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,5,4 years ago,no review text provided,Positive,Positive,Positive,Positive,Negative,Positive
BPI Market Market Branch,No review text provided,1,4 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,2,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,3,5 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Market Market Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,3,5 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Negative,Positive
BPI Market Market Branch,No review text provided,1,5 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,Edited 6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI Market Market Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Negative,Positive
BPI W 5th Avenue BGC Branch,"Avoid going here for deposit transactions around 2pm onwards. The queue is terrible during this time. I arrived at 2:13pm and was done depositing (mind you, it’s just 2 checks) by 3:04pm.",1,5 months ago,"avoid going here for deposit transactions around 2pm onwards. the queue is terrible during this time. i arrived at 213pm and was done depositing mind you, its just 2 checks by 304pm.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Slow, no sense urgency. Tellers skip numbers for reasons unknown.",1,2 months ago,"slow, no sense urgency. tellers skip numbers for reasons unknown.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,queuing is very long with no logical explanation as to why. tv on display shows a number but teller doesnt have any customer to attend to. teller is just slowly sipping her water and using her phone. please fix the waiting time hay,1,a year ago,queuing is very long with no logical explanation as to why. tv on display shows a number but teller doesnt have any customer to attend to. teller is just slowly sipping her water and using her phone. please fix the waiting time hay,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Only 1 staff is quick. If not for the convenience of location, this branch is useless. Minimum waiting time is 30mins for a one minute transaction. No sense of urgency from the staff and managers just sit there nonchalant.",1,a year ago,"only 1 staff is quick. if not for the convenience of location, this branch is useless. minimum waiting time is 30mins for a one minute transaction. no sense of urgency from the staff and managers just sit there nonchalant.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"There are no other people waiting inside the bank. I accompanied my partner to open her account. I was asked to wait outside, to be seated directly in the sun. I can understand that they have to limit the people inside because of the …",1,3 years ago,"there are no other people waiting inside the bank. i accompanied my partner to open her account. i was asked to wait outside, to be seated directly in the sun. i can understand that they have to limit the people inside because of the ",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Worst branch. If you have whole day to wait, this place gotta be the best place.",1,4 years ago,"worst branch. if you have whole day to wait, this place gotta be the best place.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"I have to say I Always get disappointed at the ppl working in the Philippines, they are so slow and not efficient they skipped the number to the next number unbelievable",1,10 months ago,"i have to say i always get disappointed at the ppl working in the philippines, they are so slow and not efficient they skipped the number to the next number unbelievable",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Very long queues. It would take you more than 1 hour to get served. It's like this all day, every hour of the day. This is ome of the worst bpi branches when it comes to tellering services. Then again bpi has always had poor customer …",1,6 years ago,"very long queues. it would take you more than 1 hour to get served. its like this all day, every hour of the day. this is ome of the worst bpi branches when it comes to tellering services. then again bpi has always had poor customer ",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"We were already seated in the restaurant we were supposed to have dinner at earlier tonight. My boyfriend stepped out to get cash in the nearest ATM. The transaction cannot be processed so he went to other ATMs in BGC including BPI One Global where he got the same error message. We tried Unionbank, BDO, RCBC, Maybank, etc. None worked because BPI is down again tonight. We were hungry, walking around BGC trying various BPI terminals. What a let down. Every single time.",1,5 years ago,"we were already seated in the restaurant we were supposed to have dinner at earlier tonight. my boyfriend stepped out to get cash in the nearest atm. the transaction cannot be processed so he went to other atms in bgc including bpi one global where he got the same error message. we tried unionbank, bdo, rcbc, maybank, etc. none worked because bpi is down again tonight. we were hungry, walking around bgc trying various bpi terminals. what a let down. every single time.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Slowest BPI in the Philippines.  The workers work so slow and are talking to each other laughing while everyone is waiting.  Sometimes I wait 2 hours to deposit 500pesos.,1,7 years ago,slowest bpi in the philippines. the workers work so slow and are talking to each other laughing while everyone is waiting. sometimes i wait 2 hours to deposit 500pesos.,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Took forever to answer the phone, then was not willing to go out of their way to help me with a concern, and passed the responsibility back to the customer even though they could have just granted my request without too much fuss. Might work in the west, but not here.",1,8 years ago,"took forever to answer the phone, then was not willing to go out of their way to help me with a concern, and passed the responsibility back to the customer even though they could have just granted my request without too much fuss. might work in the west, but not here.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Teller Goddes is great! The only person who resolved my issue with online BPI credentials. Thank you so much!,5,3 years ago,teller goddes is great! the only person who resolved my issue with online bpi credentials. thank you so much!,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,Worst branch!! Worst branch manager (Marianne)! Do not open your account on this branch or you will be having troubles same with other clients.,1,6 years ago,worst branch!! worst branch manager marianne! do not open your account on this branch or you will be having troubles same with other clients.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Mr.Aron is very helpful on the account opening process.,5,a year ago,mr.aron is very helpful on the account opening process.,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,Horrible branch. Unhelpful staff. No one answers the phone. It just keeps on ringing. Please avoid this branch. Do not transact here. Just horrible.,1,6 years ago,horrible branch. unhelpful staff. no one answers the phone. it just keeps on ringing. please avoid this branch. do not transact here. just horrible.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Requested to for release of funds a month ago. Pahirapan. Sabi 2 weeks lang. Almost a month na wala pa din.,1,7 years ago,requested to for release of funds a month ago. pahirapan. sabi 2 weeks lang. almost a month na wala pa din.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,If the service was an internet speed. It would be slower than Globe in general.,1,6 years ago,if the service was an internet speed. it would be slower than globe in general.,Neutral,Negative,Neutral,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Not always crowded unlike other branches.
Staff is accommodating.",4,10 years ago,not always crowded unlike other branches. staff is accommodating.,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,The bank ran out of money for a simple over the counter withdrawal. ¯\_(ツ)_/¯,1,5 years ago,the bank ran out of money for a simple over the counter withdrawal. _ツ_,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"These incompetent disabled people closed my account because I didn’t use it for 6 months, didn’t even contact me about it, and now they refuse to reopen it.",1,3 years ago,"these incompetent disabled people closed my account because i didnt use it for 6 months, didnt even contact me about it, and now they refuse to reopen it.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Helpful staff/ Customer Service who assisted me in my various account requests,5,7 years ago,helpful staff customer service who assisted me in my various account requests,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,worst branch of BPI. Don't go here,1,a year ago,worst branch of bpi. dont go here,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Alternate phone number: 8281061,1,7 years ago,alternate phone number 8281061,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Horrible!,1,7 years ago,horrible!,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,poor service,1,7 years ago,poor service,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Thanks to Erin or Eilene, she's so nice and attentive. I calmed down. The one in account management, he skipped me. Someone came to him with number 104, then I was 101. He didn't do anything before that but he didn't call my number, I waited. capybara",1,3 months ago,"thanks to erin or eilene, shes so nice and attentive. i calmed down. the one in account management, he skipped me. someone came to him with number 104, then i was 101. he didnt do anything before that but he didnt call my number, i waited. capybara",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Customer service is garbage. The guy just followed up on the payroll atm card and said to call back if there was an update. Then hung up. …,1,2 years ago,customer service is garbage. the guy just followed up on the payroll atm card and said to call back if there was an update. then hung up. ,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Slow service and long queues. Visited almost 3 times and the situations are the same. So far, this is the slowest bank I have ever been to. Choose another branch to transact with.",1,5 years ago,"slow service and long queues. visited almost 3 times and the situations are the same. so far, this is the slowest bank i have ever been to. choose another branch to transact with.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"BV everyone. From manger to guard. Processed payroll account, took 2 hours. Hassle, if this branch wasn't the only one required I wouldn't be here.",2,7 years ago,"bv everyone. from manger to guard. processed payroll account, took 2 hours. hassle, if this branch wasnt the only one required i wouldnt be here.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Worst branch everrr. Will take action. There are only 5 of you waiting, it will take you 2 hrs and more",1,7 years ago,"worst branch everrr. will take action. there are only 5 of you waiting, it will take you 2 hrs and more",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,7 months ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,3 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,3,6 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,2,7 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,8 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,8 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,"Avoid going here for deposit transactions around 2pm onwards. The queue is terrible during this time. I arrived at 2:13pm and was done depositing (mind you, it’s just 2 checks) by 3:04pm.",1,5 months ago,"avoid going here for deposit transactions around 2pm onwards. the queue is terrible during this time. i arrived at 213pm and was done depositing mind you, its just 2 checks by 304pm.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Slow, no sense urgency. Tellers skip numbers for reasons unknown.",1,2 months ago,"slow, no sense urgency. tellers skip numbers for reasons unknown.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,queuing is very long with no logical explanation as to why. tv on display shows a number but teller doesnt have any customer to attend to. teller is just slowly sipping her water and using her phone. please fix the waiting time hay,1,a year ago,queuing is very long with no logical explanation as to why. tv on display shows a number but teller doesnt have any customer to attend to. teller is just slowly sipping her water and using her phone. please fix the waiting time hay,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Only 1 staff is quick. If not for the convenience of location, this branch is useless. Minimum waiting time is 30mins for a one minute transaction. No sense of urgency from the staff and managers just sit there nonchalant.",1,a year ago,"only 1 staff is quick. if not for the convenience of location, this branch is useless. minimum waiting time is 30mins for a one minute transaction. no sense of urgency from the staff and managers just sit there nonchalant.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"There are no other people waiting inside the bank. I accompanied my partner to open her account. I was asked to wait outside, to be seated directly in the sun. I can understand that they have to limit the people inside because of the …",1,3 years ago,"there are no other people waiting inside the bank. i accompanied my partner to open her account. i was asked to wait outside, to be seated directly in the sun. i can understand that they have to limit the people inside because of the ",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Worst branch. If you have whole day to wait, this place gotta be the best place.",1,4 years ago,"worst branch. if you have whole day to wait, this place gotta be the best place.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"I have to say I Always get disappointed at the ppl working in the Philippines, they are so slow and not efficient they skipped the number to the next number unbelievable",1,10 months ago,"i have to say i always get disappointed at the ppl working in the philippines, they are so slow and not efficient they skipped the number to the next number unbelievable",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Very long queues. It would take you more than 1 hour to get served. It's like this all day, every hour of the day. This is ome of the worst bpi branches when it comes to tellering services. Then again bpi has always had poor customer …",1,6 years ago,"very long queues. it would take you more than 1 hour to get served. its like this all day, every hour of the day. this is ome of the worst bpi branches when it comes to tellering services. then again bpi has always had poor customer ",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"We were already seated in the restaurant we were supposed to have dinner at earlier tonight. My boyfriend stepped out to get cash in the nearest ATM. The transaction cannot be processed so he went to other ATMs in BGC including BPI One Global where he got the same error message. We tried Unionbank, BDO, RCBC, Maybank, etc. None worked because BPI is down again tonight. We were hungry, walking around BGC trying various BPI terminals. What a let down. Every single time.",1,5 years ago,"we were already seated in the restaurant we were supposed to have dinner at earlier tonight. my boyfriend stepped out to get cash in the nearest atm. the transaction cannot be processed so he went to other atms in bgc including bpi one global where he got the same error message. we tried unionbank, bdo, rcbc, maybank, etc. none worked because bpi is down again tonight. we were hungry, walking around bgc trying various bpi terminals. what a let down. every single time.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Slowest BPI in the Philippines.  The workers work so slow and are talking to each other laughing while everyone is waiting.  Sometimes I wait 2 hours to deposit 500pesos.,1,7 years ago,slowest bpi in the philippines. the workers work so slow and are talking to each other laughing while everyone is waiting. sometimes i wait 2 hours to deposit 500pesos.,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Took forever to answer the phone, then was not willing to go out of their way to help me with a concern, and passed the responsibility back to the customer even though they could have just granted my request without too much fuss. Might work in the west, but not here.",1,8 years ago,"took forever to answer the phone, then was not willing to go out of their way to help me with a concern, and passed the responsibility back to the customer even though they could have just granted my request without too much fuss. might work in the west, but not here.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Teller Goddes is great! The only person who resolved my issue with online BPI credentials. Thank you so much!,5,3 years ago,teller goddes is great! the only person who resolved my issue with online bpi credentials. thank you so much!,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,Worst branch!! Worst branch manager (Marianne)! Do not open your account on this branch or you will be having troubles same with other clients.,1,6 years ago,worst branch!! worst branch manager marianne! do not open your account on this branch or you will be having troubles same with other clients.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Mr.Aron is very helpful on the account opening process.,5,a year ago,mr.aron is very helpful on the account opening process.,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,Horrible branch. Unhelpful staff. No one answers the phone. It just keeps on ringing. Please avoid this branch. Do not transact here. Just horrible.,1,6 years ago,horrible branch. unhelpful staff. no one answers the phone. it just keeps on ringing. please avoid this branch. do not transact here. just horrible.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Requested to for release of funds a month ago. Pahirapan. Sabi 2 weeks lang. Almost a month na wala pa din.,1,7 years ago,requested to for release of funds a month ago. pahirapan. sabi 2 weeks lang. almost a month na wala pa din.,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,If the service was an internet speed. It would be slower than Globe in general.,1,6 years ago,if the service was an internet speed. it would be slower than globe in general.,Neutral,Negative,Neutral,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Not always crowded unlike other branches.
Staff is accommodating.",4,10 years ago,not always crowded unlike other branches. staff is accommodating.,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,The bank ran out of money for a simple over the counter withdrawal. ¯\_(ツ)_/¯,1,5 years ago,the bank ran out of money for a simple over the counter withdrawal. _ツ_,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"These incompetent disabled people closed my account because I didn’t use it for 6 months, didn’t even contact me about it, and now they refuse to reopen it.",1,3 years ago,"these incompetent disabled people closed my account because i didnt use it for 6 months, didnt even contact me about it, and now they refuse to reopen it.",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Helpful staff/ Customer Service who assisted me in my various account requests,5,7 years ago,helpful staff customer service who assisted me in my various account requests,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,worst branch of BPI. Don't go here,1,a year ago,worst branch of bpi. dont go here,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Alternate phone number: 8281061,1,7 years ago,alternate phone number 8281061,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Horrible!,1,7 years ago,horrible!,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,poor service,1,7 years ago,poor service,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Thanks to Erin or Eilene, she's so nice and attentive. I calmed down. The one in account management, he skipped me. Someone came to him with number 104, then I was 101. He didn't do anything before that but he didn't call my number, I waited. capybara",1,3 months ago,"thanks to erin or eilene, shes so nice and attentive. i calmed down. the one in account management, he skipped me. someone came to him with number 104, then i was 101. he didnt do anything before that but he didnt call my number, i waited. capybara",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,Customer service is garbage. The guy just followed up on the payroll atm card and said to call back if there was an update. Then hung up. …,1,2 years ago,customer service is garbage. the guy just followed up on the payroll atm card and said to call back if there was an update. then hung up. ,Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Slow service and long queues. Visited almost 3 times and the situations are the same. So far, this is the slowest bank I have ever been to. Choose another branch to transact with.",1,5 years ago,"slow service and long queues. visited almost 3 times and the situations are the same. so far, this is the slowest bank i have ever been to. choose another branch to transact with.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"BV everyone. From manger to guard. Processed payroll account, took 2 hours. Hassle, if this branch wasn't the only one required I wouldn't be here.",2,7 years ago,"bv everyone. from manger to guard. processed payroll account, took 2 hours. hassle, if this branch wasnt the only one required i wouldnt be here.",Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,"Worst branch everrr. Will take action. There are only 5 of you waiting, it will take you 2 hrs and more",1,7 years ago,"worst branch everrr. will take action. there are only 5 of you waiting, it will take you 2 hrs and more",Positive,Negative,Positive,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,7 months ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,a year ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,3 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,3,6 years ago,no review text provided,Neutral,Neutral,Neutral,Neutral,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,6 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,2,7 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,1,8 years ago,no review text provided,Negative,Negative,Negative,Negative,Positive,Positive
BPI W 5th Avenue BGC Branch,No review text provided,5,8 years ago,no review text provided,Positive,Positive,Positive,Positive,Positive,Positive
BPI Diego Silang - Petron C5 Branch,I had a disappointing experience at this BPI servicing branch. I hope BPI evaluates the performance of each branch and addresses areas that need improvement. …,1,5 months ago,i had a disappointing experience at this bpi servicing branch. i hope bpi evaluates the performance of each branch and addresses areas that need improvement. ,Neutral,Negative,Neutral,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Of all the BPI branches this was the worst. People queued outside the bank while the staff is super slow on accommodating concerns. I have my card replaced and given my ID so my name would be called and I had to wait outside with the rest …,1,a year ago,of all the bpi branches this was the worst. people queued outside the bank while the staff is super slow on accommodating concerns. i have my card replaced and given my id so my name would be called and i had to wait outside with the rest ,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,To be honest this is the slowest customer service branch. Each customer takes 30 minutes to finish or more.,1,4 months ago,to be honest this is the slowest customer service branch. each customer takes 30 minutes to finish or more.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"We appreciate if there should be a separate space for big clients, since we 'small clients' who were on queue, and even a senior, cannot do anything.",1,6 months ago,"we appreciate if there should be a separate space for big clients, since we small clients who were on queue, and even a senior, cannot do anything.",Neutral,Negative,Neutral,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"worst bpi experience. i was only asking to deactivate my existing online banking acc yet they told me i should do this, do that which i can no longer do bcs i already lock my acc access. was also hesitant to accept my tin and philhealth id. took 2hrs in the queue before i was assisted.",1,a year ago,"worst bpi experience. i was only asking to deactivate my existing online banking acc yet they told me i should do this, do that which i can no longer do bcs i already lock my acc access. was also hesitant to accept my tin and philhealth id. took 2hrs in the queue before i was assisted.",Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Worst branch ever. One customer had to be dealt with for over one hour??! Pathetic. Branch is dirty. Everyone is not welcoming. Just close this stupid branch.,1,10 months ago,worst branch ever. one customer had to be dealt with for over one hour??! pathetic. branch is dirty. everyone is not welcoming. just close this stupid branch.,Positive,Negative,Positive,Negative,Positive,Positive
